wind_power_proxy,solar_power_proxy
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
195.112,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
46.656000000000006,0.0
79.50699999999999,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
103.823,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
125.0,0.0
46.656000000000006,0.0
912.6729999999998,0.0
79.50699999999999,0.0
103.823,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
103.823,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
125.0,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
195.112,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
103.823,0.0
103.823,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
64.0,0.0
46.656000000000006,0.0
64.0,0.0
79.50699999999999,0.0
493.039,0.0
1030.301,0.0
1520.875,0.0
1520.875,0.0
2000.3759999999995,0.0
46.656000000000006,0.0
729.0,0.0
157.46400000000003,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
274.625,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
64.0,0.0
79.50699999999999,0.0
64.0,0.0
46.656000000000006,0.0
79.50699999999999,0.0
64.0,0.0
79.50699999999999,0.0
195.112,0.0
79.50699999999999,0.0
64.0,0.0
157.46400000000003,0.0
103.823,0.0
1124.864,0.0
195.112,0.0
125.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
125.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
64.0,0.0
79.50699999999999,0.0
195.112,0.0
636.0559999999999,0.0
493.039,0.0
274.625,0.0
103.823,0.0
103.823,0.0
79.50699999999999,0.0
46.656000000000006,0.0
79.50699999999999,0.0
226.98099999999997,0.0
373.2480000000001,0.0
79.50699999999999,0.0
103.823,0.0
125.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
274.625,0.0
46.656000000000006,0.0
493.039,0.0
571.7870000000001,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
79.50699999999999,0.0
125.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
3442.9509999999996,1.25
46.656000000000006,3.0
46.656000000000006,2.5
1404.9279999999997,3.0
3442.9509999999996,3.0
1404.9279999999997,4.5
314.43199999999996,2.5
1404.9279999999997,4.5
46.656000000000006,3.0
1404.9279999999997,1.5
314.43199999999996,3.0
6967.871000000002,3.0
10648.0,3.0
36264.691000000006,1.25
6967.871000000002,1.5
10648.0,1.5
6967.871000000002,1.5
314.43199999999996,4.5
46.656000000000006,4.5
314.43199999999996,2.5
314.43199999999996,1.25
46.656000000000006,2.5
3442.9509999999996,1.0
46.656000000000006,1.25
46.656000000000006,1.25
46.656000000000006,1.0
314.43199999999996,0.0
314.43199999999996,1.0
103.823,1.3
6967.871000000002,3.0
1404.9279999999997,0.0
314.43199999999996,0.0
46.656000000000006,0.92
1404.9279999999997,0.0
1404.9279999999997,0.0
3442.9509999999996,0.0
1404.9279999999997,1.0
46.656000000000006,1.0
46.656000000000006,0.92
314.43199999999996,0.0
1404.9279999999997,1.0
46.656000000000006,1.25
314.43199999999996,1.0
46.656000000000006,0.0
6967.871000000002,2.0
3442.9509999999996,3.0
3442.9509999999996,2.0
3442.9509999999996,3.75
1404.9279999999997,2.5
3442.9509999999996,1.0
1404.9279999999997,3.0
46.656000000000006,1.0
46.656000000000006,0.0
1404.9279999999997,1.0
6967.871000000002,1.0
1404.9279999999997,1.0
373.2480000000001,1.84
6967.871000000002,3.75
125.0,0.0
3442.9509999999996,1.0
3442.9509999999996,2.0
3442.9509999999996,2.0
1404.9279999999997,1.0
64.0,1.92
103.823,0.0
125.0,0.0
195.112,0.0
64.0,0.0
103.823,0.0
46.656000000000006,0.8399999999999999
274.625,0.0
195.112,0.0
195.112,1.38
195.112,1.6
79.50699999999999,0.0
46.656000000000006,2.44
46.656000000000006,2.08
125.0,0.0
125.0,1.5
46.656000000000006,1.86
46.656000000000006,0.0
79.50699999999999,1.7200000000000002
157.46400000000003,0.0
125.0,1.7599999999999998
125.0,1.3199999999999998
6967.871000000002,3.0
10648.0,1.0
3442.9509999999996,1.0
3442.9509999999996,1.0
6967.871000000002,1.0
6967.871000000002,1.0
1404.9279999999997,0.75
3442.9509999999996,2.0
6967.871000000002,1.0
6967.871000000002,1.5
3442.9509999999996,1.5
10648.0,2.0
3442.9509999999996,1.0
1404.9279999999997,2.0
3442.9509999999996,2.0
46.656000000000006,4.0
1404.9279999999997,2.0
3442.9509999999996,1.0
46.656000000000006,4.0
46.656000000000006,1.0
314.43199999999996,2.0
1404.9279999999997,1.0
6967.871000000002,0.0
46.656000000000006,1.0
1404.9279999999997,1.0
46.656000000000006,1.0
46.656000000000006,2.0
3442.9509999999996,2.0
46.656000000000006,3.75
46.656000000000006,3.0
46.656000000000006,1.0
46.656000000000006,3.0
46.656000000000006,1.0
79.50699999999999,0.75
103.823,0.5
46.656000000000006,0.25
46.656000000000006,0.25
103.823,0.5
46.656000000000006,0.25
46.656000000000006,0.5
46.656000000000006,0.25
46.656000000000006,0.75
46.656000000000006,0.5
46.656000000000006,0.25
46.656000000000006,0.5
46.656000000000006,0.25
46.656000000000006,0.25
46.656000000000006,0.25
79.50699999999999,0.25
103.823,0.25
46.656000000000006,0.25
46.656000000000006,0.25
46.656000000000006,0.0
46.656000000000006,0.72
46.656000000000006,0.6
46.656000000000006,0.5
79.50699999999999,0.0
125.0,0.0
274.625,0.0
373.2480000000001,0.0
373.2480000000001,0.0
226.98099999999997,0.0
157.46400000000003,0.0
46.656000000000006,0.0
125.0,0.0
195.112,0.0
157.46400000000003,0.0
46.656000000000006,0.0
157.46400000000003,0.0
157.46400000000003,0.0
274.625,0.0
274.625,0.0
438.97599999999994,0.0
571.7870000000001,0.0
571.7870000000001,0.0
274.625,0.0
79.50699999999999,0.0
125.0,0.0
274.625,0.0
157.46400000000003,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
64.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
157.46400000000003,0.0
195.112,0.0
125.0,0.0
79.50699999999999,0.0
157.46400000000003,0.0
274.625,0.0
195.112,0.0
103.823,0.0
46.656000000000006,0.0
103.823,0.0
46.656000000000006,0.0
226.98099999999997,0.0
636.0559999999999,0.0
438.97599999999994,0.0
373.2480000000001,0.0
314.43199999999996,0.0
493.039,0.0
636.0559999999999,0.0
79.50699999999999,0.0
373.2480000000001,0.0
493.039,0.0
493.039,0.0
636.0559999999999,0.0
1124.864,0.0
1124.864,0.0
830.5840000000001,0.0
636.0559999999999,0.0
830.5840000000001,0.0
571.7870000000001,0.0
373.2480000000001,0.0
195.112,0.0
226.98099999999997,0.0
1030.301,0.0
830.5840000000001,0.0
571.7870000000001,0.0
636.0559999999999,0.0
438.97599999999994,0.0
314.43199999999996,0.0
314.43199999999996,0.0
493.039,0.0
493.039,0.0
830.5840000000001,0.0
493.039,0.0
314.43199999999996,0.0
274.625,0.0
314.43199999999996,0.0
125.0,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
157.46400000000003,0.0
103.823,0.0
79.50699999999999,0.0
314.43199999999996,0.0
493.039,0.0
571.7870000000001,0.0
226.98099999999997,0.0
46.656000000000006,0.0
636.0559999999999,0.0
636.0559999999999,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
46.656000000000006,0.0
314.43199999999996,0.0
830.5840000000001,0.0
314.43199999999996,0.0
226.98099999999997,0.0
46.656000000000006,0.0
46.656000000000006,0.0
438.97599999999994,0.0
274.625,0.0
1259.7120000000002,0.0
636.0559999999999,0.0
830.5840000000001,0.0
1520.875,0.0
830.5840000000001,0.0
438.97599999999994,0.0
571.7870000000001,0.0
571.7870000000001,0.0
64.0,0.0
64.0,0.0
314.43199999999996,0.0
373.2480000000001,0.0
314.43199999999996,0.0
373.2480000000001,0.0
274.625,0.0
195.112,0.0
373.2480000000001,0.0
571.7870000000001,0.0
226.98099999999997,0.0
